SalesOrderID,SalesOrderDetailID,CarrierTrackingNumber,OrderQty,ProductID,SpecialOfferID,UnitPrice,UnitPriceDiscount,LineTotal,rowguid,ModifiedDate,ProductID,Name,ProductNumber,MakeFlag,FinishedGoodsFlag,Color,SafetyStockLevel,ReorderPoint,StandardCost,ListPrice,Size,SizeUnitMeasureCode,WeightUnitMeasureCode,Weight,DaysToManufacture,ProductLine,Class,Style,ProductSubcategoryID,ProductModelID,SellStartDate,SellEndDate,DiscontinuedDate,rowguid,ModifiedDate,SpecialOfferID,ProductID,rowguid,ModifiedDate
43659,5,4911-403C-98,1,772,1,"2039,994","0,00",2039.994,5A74C7D2-E641-438E-A7AC-37BF23280301,"2011-05-31 00:00:00.000",772,"Mountain-100 Silver, 42",BK-M82S-42,1,1,Silver,100,75,"1912,1544","3399,99",42,"CM ","LB ",20.77,4,"M ","H ","U ",1,19,"2011-05-31 00:00:00.000","2012-05-29 00:00:00.000",NULL,BBFFF5A5-4BDC-49A9-A5AD-7584ADFFE808,"2014-02-08 10:01:36.827",1,772,8E5C4CC8-669F-4A72-9E99-5DB8CCBEF765,"2011-04-01 00:00:00.000"
43659,5,4911-403C-98,1,772,1,"2039,994","0,00",2039.994,5A74C7D2-E641-438E-A7AC-37BF23280301,"2011-05-31 00:00:00.000",772,"Mountain-100 Silver, 42",BK-M82S-42,1,1,Silver,100,75,"1912,1544","3399,99",42,"CM ","LB ",20.77,4,"M ","H ","U ",1,19,"2011-05-31 00:00:00.000","2012-05-29 00:00:00.000",NULL,BBFFF5A5-4BDC-49A9-A5AD-7584ADFFE808,"2014-02-08 10:01:36.827",2,772,1F491435-6E07-44C0-A7EB-57A8B23EAC11,"2011-05-01 00:00:00.000"
43659,5,4911-403C-98,1,772,1,"2039,994","0,00",2039.994,5A74C7D2-E641-438E-A7AC-37BF23280301,"2011-05-31 00:00:00.000",772,"Mountain-100 Silver, 42",BK-M82S-42,1,1,Silver,100,75,"1912,1544","3399,99",42,"CM ","LB ",20.77,4,"M ","H ","U ",1,19,"2011-05-31 00:00:00.000","2012-05-29 00:00:00.000",NULL,BBFFF5A5-4BDC-49A9-A5AD-7584ADFFE808,"2014-02-08 10:01:36.827",7,772,FB4D2557-6B0C-4739-994B-7E4DC0DA5005,"2012-03-14 00:00:00.000"
43659,6,4911-403C-98,2,773,1,"2039,994","0,00",4079.988,CE472532-A4C0-45BA-816E-EEFD3FD848B3,"2011-05-31 00:00:00.000",773,"Mountain-100 Silver, 44",BK-M82S-44,1,1,Silver,100,75,"1912,1544","3399,99",44,"CM ","LB ",21.13,4,"M ","H ","U ",1,19,"2011-05-31 00:00:00.000","2012-05-29 00:00:00.000",NULL,155FD77E-D6D6-43F0-8A5B-4A8305EB45CD,"2014-02-08 10:01:36.827",1,773,BB0F1748-3BFF-4307-ABF2-04B26FAF3499,"2011-04-01 00:00:00.000"
43659,6,4911-403C-98,2,773,1,"2039,994","0,00",4079.988,CE472532-A4C0-45BA-816E-EEFD3FD848B3,"2011-05-31 00:00:00.000",773,"Mountain-100 Silver, 44",BK-M82S-44,1,1,Silver,100,75,"1912,1544","3399,99",44,"CM ","LB ",21.13,4,"M ","H ","U ",1,19,"2011-05-31 00:00:00.000","2012-05-29 00:00:00.000",NULL,155FD77E-D6D6-43F0-8A5B-4A8305EB45CD,"2014-02-08 10:01:36.827",2,773,E036A50F-07C2-4798-9E33-044FFC8E9107,"2011-05-01 00:00:00.000"
43659,6,4911-403C-98,2,773,1,"2039,994","0,00",4079.988,CE472532-A4C0-45BA-816E-EEFD3FD848B3,"2011-05-31 00:00:00.000",773,"Mountain-100 Silver, 44",BK-M82S-44,1,1,Silver,100,75,"1912,1544","3399,99",44,"CM ","LB ",21.13,4,"M ","H ","U ",1,19,"2011-05-31 00:00:00.000","2012-05-29 00:00:00.000",NULL,155FD77E-D6D6-43F0-8A5B-4A8305EB45CD,"2014-02-08 10:01:36.827",7,773,25DCFFD9-DAC8-4AFF-918F-A96011A03607,"2012-03-14 00:00:00.000"
43659,7,4911-403C-98,1,774,1,"2039,994","0,00",2039.994,80667840-F962-4EE3-96E0-AECA108E0D4F,"2011-05-31 00:00:00.000",774,"Mountain-100 Silver, 48",BK-M82S-48,1,1,Silver,100,75,"1912,1544","3399,99",48,"CM ","LB ",21.42,4,"M ","H ","U ",1,19,"2011-05-31 00:00:00.000","2012-05-29 00:00:00.000",NULL,BA5551DF-C9EE-4B43-B3CA-8C19D0F9384D,"2014-02-08 10:01:36.827",1,774,870FA4A2-B3D5-4057-A2B1-A2CAF6A31DB0,"2011-04-01 00:00:00.000"
43659,7,4911-403C-98,1,774,1,"2039,994","0,00",2039.994,80667840-F962-4EE3-96E0-AECA108E0D4F,"2011-05-31 00:00:00.000",774,"Mountain-100 Silver, 48",BK-M82S-48,1,1,Silver,100,75,"1912,1544","3399,99",48,"CM ","LB ",21.42,4,"M ","H ","U ",1,19,"2011-05-31 00:00:00.000","2012-05-29 00:00:00.000",NULL,BA5551DF-C9EE-4B43-B3CA-8C19D0F9384D,"2014-02-08 10:01:36.827",7,774,B5C1F1B7-AE3A-433C-B1AC-B14A2676CF28,"2012-03-14 00:00:00.000"
43659,8,4911-403C-98,3,714,1,"28,8404","0,00",86.5212,E9D54907-E7B7-4969-80D9-76BA69F8A836,"2011-05-31 00:00:00.000",714,"Long-Sleeve Logo Jersey, M",LJ-0192-M,0,1,Multi,4,3,"38,4923","49,99",M,NULL,NULL,NULL,0,"S ",NULL,"U ",21,11,"2011-05-31 00:00:00.000",NULL,NULL,6A290063-A0CF-432A-8110-2EA0FDA14308,"2014-02-08 10:01:36.827",1,714,85004BCE-C74A-4D4E-8D17-3157991A1400,"2011-04-01 00:00:00.000"
43659,8,4911-403C-98,3,714,1,"28,8404","0,00",86.5212,E9D54907-E7B7-4969-80D9-76BA69F8A836,"2011-05-31 00:00:00.000",714,"Long-Sleeve Logo Jersey, M",LJ-0192-M,0,1,Multi,4,3,"38,4923","49,99",M,NULL,NULL,NULL,0,"S ",NULL,"U ",21,11,"2011-05-31 00:00:00.000",NULL,NULL,6A290063-A0CF-432A-8110-2EA0FDA14308,"2014-02-08 10:01:36.827",2,714,7609C967-E0D0-485D-8E84-39CFE90106A8,"2011-05-01 00:00:00.000"
43659,8,4911-403C-98,3,714,1,"28,8404","0,00",86.5212,E9D54907-E7B7-4969-80D9-76BA69F8A836,"2011-05-31 00:00:00.000",714,"Long-Sleeve Logo Jersey, M",LJ-0192-M,0,1,Multi,4,3,"38,4923","49,99",M,NULL,NULL,NULL,0,"S ",NULL,"U ",21,11,"2011-05-31 00:00:00.000",NULL,NULL,6A290063-A0CF-432A-8110-2EA0FDA14308,"2014-02-08 10:01:36.827",3,714,B6BB40EE-1A7B-4DD9-967F-D80140FE5253,"2011-05-01 00:00:00.000"
43659,9,4911-403C-98,1,716,1,"28,8404","0,00",28.8404,AA542630-BDCD-4CE5-89A0-C1BF82747725,"2011-05-31 00:00:00.000",716,"Long-Sleeve Logo Jersey, XL",LJ-0192-X,0,1,Multi,4,3,"38,4923","49,99",XL,NULL,NULL,NULL,0,"S ",NULL,"U ",21,11,"2011-05-31 00:00:00.000",NULL,NULL,6EC47EC9-C041-4DDA-B686-2125D539CE9B,"2014-02-08 10:01:36.827",1,716,96D141FD-1D8E-4312-B4B1-E72C0A0D15FE,"2011-04-01 00:00:00.000"
43659,9,4911-403C-98,1,716,1,"28,8404","0,00",28.8404,AA542630-BDCD-4CE5-89A0-C1BF82747725,"2011-05-31 00:00:00.000",716,"Long-Sleeve Logo Jersey, XL",LJ-0192-X,0,1,Multi,4,3,"38,4923","49,99",XL,NULL,NULL,NULL,0,"S ",NULL,"U ",21,11,"2011-05-31 00:00:00.000",NULL,NULL,6EC47EC9-C041-4DDA-B686-2125D539CE9B,"2014-02-08 10:01:36.827",2,716,3796F39E-E0F7-4F48-88A6-4F971C10B351,"2011-05-01 00:00:00.000"
43659,10,4911-403C-98,6,709,1,"5,70","0,00",34.2,AC769034-3C2F-495C-A5A7-3B71CDB25D4E,"2011-05-31 00:00:00.000",709,"Mountain Bike Socks, M",SO-B909-M,0,1,White,4,3,"3,3963","9,50",M,NULL,NULL,NULL,0,"M ",NULL,"U ",23,18,"2011-05-31 00:00:00.000","2012-05-29 00:00:00.000",NULL,18F95F47-1540-4E02-8F1F-CC1BCB6828D0,"2014-02-08 10:01:36.827",1,709,CF102AA0-055F-4D2B-8B98-04B161758EA8,"2011-04-01 00:00:00.000"
43659,10,4911-403C-98,6,709,1,"5,70","0,00",34.2,AC769034-3C2F-495C-A5A7-3B71CDB25D4E,"2011-05-31 00:00:00.000",709,"Mountain Bike Socks, M",SO-B909-M,0,1,White,4,3,"3,3963","9,50",M,NULL,NULL,NULL,0,"M ",NULL,"U ",23,18,"2011-05-31 00:00:00.000","2012-05-29 00:00:00.000",NULL,18F95F47-1540-4E02-8F1F-CC1BCB6828D0,"2014-02-08 10:01:36.827",2,709,BD95CAC4-C96B-411F-9BDB-83226AA5BEA4,"2011-05-01 00:00:00.000"
43659,10,4911-403C-98,6,709,1,"5,70","0,00",34.2,AC769034-3C2F-495C-A5A7-3B71CDB25D4E,"2011-05-31 00:00:00.000",709,"Mountain Bike Socks, M",SO-B909-M,0,1,White,4,3,"3,3963","9,50",M,NULL,NULL,NULL,0,"M ",NULL,"U ",23,18,"2011-05-31 00:00:00.000","2012-05-29 00:00:00.000",NULL,18F95F47-1540-4E02-8F1F-CC1BCB6828D0,"2014-02-08 10:01:36.827",3,709,29B54CF5-A065-4C82-A321-6C328200DC93,"2011-05-01 00:00:00.000"
43659,10,4911-403C-98,6,709,1,"5,70","0,00",34.2,AC769034-3C2F-495C-A5A7-3B71CDB25D4E,"2011-05-31 00:00:00.000",709,"Mountain Bike Socks, M",SO-B909-M,0,1,White,4,3,"3,3963","9,50",M,NULL,NULL,NULL,0,"M ",NULL,"U ",23,18,"2011-05-31 00:00:00.000","2012-05-29 00:00:00.000",NULL,18F95F47-1540-4E02-8F1F-CC1BCB6828D0,"2014-02-08 10:01:36.827",4,709,D0AB45EB-5451-4E87-A2B4-1F331788DC39,"2011-05-01 00:00:00.000"
43659,11,4911-403C-98,2,712,1,"5,1865","0,00",10.373,06A66921-6B9F-4199-A912-DDAFD383472B,"2011-05-31 00:00:00.000",712,"AWC Logo Cap",CA-1098,0,1,Multi,4,3,"6,9223","8,99",NULL,NULL,NULL,NULL,0,"S ",NULL,"U ",19,2,"2011-05-31 00:00:00.000",NULL,NULL,B9EDE243-A6F4-4629-B1D4-FFE1AEDC6DE7,"2014-02-08 10:01:36.827",1,712,5B948448-BAE5-4F2A-A1F3-8203E892FD24,"2011-04-01 00:00:00.000"
43659,11,4911-403C-98,2,712,1,"5,1865","0,00",10.373,06A66921-6B9F-4199-A912-DDAFD383472B,"2011-05-31 00:00:00.000",712,"AWC Logo Cap",CA-1098,0,1,Multi,4,3,"6,9223","8,99",NULL,NULL,NULL,NULL,0,"S ",NULL,"U ",19,2,"2011-05-31 00:00:00.000",NULL,NULL,B9EDE243-A6F4-4629-B1D4-FFE1AEDC6DE7,"2014-02-08 10:01:36.827",2,712,94F10037-9F1A-47E1-A490-332DB0D30918,"2011-05-01 00:00:00.000"
43659,11,4911-403C-98,2,712,1,"5,1865","0,00",10.373,06A66921-6B9F-4199-A912-DDAFD383472B,"2011-05-31 00:00:00.000",712,"AWC Logo Cap",CA-1098,0,1,Multi,4,3,"6,9223","8,99",NULL,NULL,NULL,NULL,0,"S ",NULL,"U ",19,2,"2011-05-31 00:00:00.000",NULL,NULL,B9EDE243-A6F4-4629-B1D4-FFE1AEDC6DE7,"2014-02-08 10:01:36.827",3,712,A35D29E0-58D0-416B-A724-285EC66304F7,"2011-05-01 00:00:00.000"
43659,11,4911-403C-98,2,712,1,"5,1865","0,00",10.373,06A66921-6B9F-4199-A912-DDAFD383472B,"2011-05-31 00:00:00.000",712,"AWC Logo Cap",CA-1098,0,1,Multi,4,3,"6,9223","8,99",NULL,NULL,NULL,NULL,0,"S ",NULL,"U ",19,2,"2011-05-31 00:00:00.000",NULL,NULL,B9EDE243-A6F4-4629-B1D4-FFE1AEDC6DE7,"2014-02-08 10:01:36.827",4,712,D633C207-8BA5-414D-87B5-8BA1FFBF9482,"2011-05-01 00:00:00.000"
43659,12,4911-403C-98,4,711,1,"20,1865","0,00",80.746,0E371EE3-253E-4BB0-B813-83CF4224F972,"2011-05-31 00:00:00.000",711,"Sport-100 Helmet, Blue",HL-U509-B,0,1,Blue,4,3,"13,0863","34,99",NULL,NULL,NULL,NULL,0,"S ",NULL,NULL,31,33,"2011-05-31 00:00:00.000",NULL,NULL,FD7C0858-4179-48C2-865B-ABD5DFC7BC1D,"2014-02-08 10:01:36.827",1,711,457EB971-D1C9-48CA-B947-AE7E1B114377,"2011-04-01 00:00:00.000"
43659,12,4911-403C-98,4,711,1,"20,1865","0,00",80.746,0E371EE3-253E-4BB0-B813-83CF4224F972,"2011-05-31 00:00:00.000",711,"Sport-100 Helmet, Blue",HL-U509-B,0,1,Blue,4,3,"13,0863","34,99",NULL,NULL,NULL,NULL,0,"S ",NULL,NULL,31,33,"2011-05-31 00:00:00.000",NULL,NULL,FD7C0858-4179-48C2-865B-ABD5DFC7BC1D,"2014-02-08 10:01:36.827",2,711,11166A91-5087-4C1E-B32A-D6FE4EAD9144,"2011-05-01 00:00:00.000"
43659,12,4911-403C-98,4,711,1,"20,1865","0,00",80.746,0E371EE3-253E-4BB0-B813-83CF4224F972,"2011-05-31 00:00:00.000",711,"Sport-100 Helmet, Blue",HL-U509-B,0,1,Blue,4,3,"13,0863","34,99",NULL,NULL,NULL,NULL,0,"S ",NULL,NULL,31,33,"2011-05-31 00:00:00.000",NULL,NULL,FD7C0858-4179-48C2-865B-ABD5DFC7BC1D,"2014-02-08 10:01:36.827",3,711,DD280317-257F-47C8-BE06-29DF75B505CC,"2011-05-01 00:00:00.000"
43659,12,4911-403C-98,4,711,1,"20,1865","0,00",80.746,0E371EE3-253E-4BB0-B813-83CF4224F972,"2011-05-31 00:00:00.000",711,"Sport-100 Helmet, Blue",HL-U509-B,0,1,Blue,4,3,"13,0863","34,99",NULL,NULL,NULL,NULL,0,"S ",NULL,NULL,31,33,"2011-05-31 00:00:00.000",NULL,NULL,FD7C0858-4179-48C2-865B-ABD5DFC7BC1D,"2014-02-08 10:01:36.827",8,711,F7676DEC-B06B-48AF-917E-7C39341E7F74,"2012-04-30 00:00:00.000"
43659,12,4911-403C-98,4,711,1,"20,1865","0,00",80.746,0E371EE3-253E-4BB0-B813-83CF4224F972,"2011-05-31 00:00:00.000",711,"Sport-100 Helmet, Blue",HL-U509-B,0,1,Blue,4,3,"13,0863","34,99",NULL,NULL,NULL,NULL,0,"S ",NULL,NULL,31,33,"2011-05-31 00:00:00.000",NULL,NULL,FD7C0858-4179-48C2-865B-ABD5DFC7BC1D,"2014-02-08 10:01:36.827",11,711,9BF2C427-FF7E-4765-8BCB-7592F243F6E8,"2013-04-30 00:00:00.000"
43660,13,6431-4D57-83,1,762,1,"419,4589","0,00",419.4589,419A1302-AC7A-4044-97B2-66D9D14CD02E,"2011-05-31 00:00:00.000",762,"Road-650 Red, 44",BK-R50R-44,1,1,Red,100,75,"486,7066","782,99",44,"CM ","LB ",18.77,4,"R ","L ","U ",2,30,"2011-05-31 00:00:00.000","2013-05-29 00:00:00.000",NULL,F247AAAE-12E3-4048-A37B-CCE4A8999E81,"2014-02-08 10:01:36.827",1,762,7899DC72-5E42-4C5C-838B-CB551537329B,"2011-04-01 00:00:00.000"
43660,13,6431-4D57-83,1,762,1,"419,4589","0,00",419.4589,419A1302-AC7A-4044-97B2-66D9D14CD02E,"2011-05-31 00:00:00.000",762,"Road-650 Red, 44",BK-R50R-44,1,1,Red,100,75,"486,7066","782,99",44,"CM ","LB ",18.77,4,"R ","L ","U ",2,30,"2011-05-31 00:00:00.000","2013-05-29 00:00:00.000",NULL,F247AAAE-12E3-4048-A37B-CCE4A8999E81,"2014-02-08 10:01:36.827",2,762,D2C85483-4FFC-4AF6-ABCA-4B92C56FF5C1,"2011-05-01 00:00:00.000"
43660,13,6431-4D57-83,1,762,1,"419,4589","0,00",419.4589,419A1302-AC7A-4044-97B2-66D9D14CD02E,"2011-05-31 00:00:00.000",762,"Road-650 Red, 44",BK-R50R-44,1,1,Red,100,75,"486,7066","782,99",44,"CM ","LB ",18.77,4,"R ","L ","U ",2,30,"2011-05-31 00:00:00.000","2013-05-29 00:00:00.000",NULL,F247AAAE-12E3-4048-A37B-CCE4A8999E81,"2014-02-08 10:01:36.827",3,762,C7721B66-9CCB-4CE2-989F-6B3B8F80C19E,"2011-05-01 00:00:00.000"
43660,13,6431-4D57-83,1,762,1,"419,4589","0,00",419.4589,419A1302-AC7A-4044-97B2-66D9D14CD02E,"2011-05-31 00:00:00.000",762,"Road-650 Red, 44",BK-R50R-44,1,1,Red,100,75,"486,7066","782,99",44,"CM ","LB ",18.77,4,"R ","L ","U ",2,30,"2011-05-31 00:00:00.000","2013-05-29 00:00:00.000",NULL,F247AAAE-12E3-4048-A37B-CCE4A8999E81,"2014-02-08 10:01:36.827",9,762,0EE62DEA-0281-4512-89FF-C745A207C91B,"2012-04-30 00:00:00.000"
43660,14,6431-4D57-83,1,758,1,"874,794","0,00",874.794,5D0B2B03-1D4C-4C34-9696-C14C58E7301C,"2011-05-31 00:00:00.000",758,"Road-450 Red, 52",BK-R68R-52,1,1,Red,100,75,"884,7083","1457,99",52,"CM ","LB ",17.42,4,"R ","M ","U ",2,28,"2011-05-31 00:00:00.000","2012-05-29 00:00:00.000",NULL,040A4B7D-4060-4507-AA92-7508B434797E,"2014-02-08 10:01:36.827",1,758,1D082E24-2F19-49D6-A4E1-4D7328806633,"2011-04-01 00:00:00.000"
43661,15,4E0A-4F89-AE,1,745,1,"809,76","0,00",809.76,EDE1759E-6733-4C7B-A43F-DC6F48002D8A,"2011-05-31 00:00:00.000",745,"HL Mountain Frame - Black, 48",FR-M94B-48,1,1,Black,500,375,"699,0928","1349,60",48,"CM ","LB ",2.80,1,"M ","H ","U ",12,5,"2011-05-31 00:00:00.000","2012-05-29 00:00:00.000",NULL,1FEE0573-6676-432D-8D6D-41BA9FAA5865,"2014-02-08 10:01:36.827",1,745,00365938-3422-494E-B92E-C00AFD691469,"2011-04-01 00:00:00.000"
43661,16,4E0A-4F89-AE,1,743,1,"714,7043","0,00",714.7043,FE10BF09-D477-485B-9541-27AE8053A6D4,"2011-05-31 00:00:00.000",743,"HL Mountain Frame - Black, 42",FR-M94B-42,1,1,Black,500,375,"739,041","1349,60",42,"CM ","LB ",2.72,1,"M ","H ","U ",12,5,"2011-05-31 00:00:00.000",NULL,NULL,27DB28F8-5AB8-4091-B94E-6F1B2D8E7AB0,"2014-02-08 10:01:36.827",1,743,EED6435E-E95D-4332-B4A0-C91B22FC198D,"2011-04-01 00:00:00.000"
43661,17,4E0A-4F89-AE,2,747,1,"714,7043","0,00",1429.4086,B136852E-24C9-4006-8048-B14AEFE6C337,"2011-05-31 00:00:00.000",747,"HL Mountain Frame - Black, 38",FR-M94B-38,1,1,Black,500,375,"739,041","1349,60",38,"CM ","LB ",2.68,2,"M ","H ","U ",12,5,"2011-05-31 00:00:00.000",NULL,NULL,0C548577-3171-4CE2-B9A0-1ED526849DE8,"2014-02-08 10:01:36.827",1,747,042C1933-0B2F-4FD8-B756-EA1ED88A42EE,"2011-04-01 00:00:00.000"
43661,18,4E0A-4F89-AE,4,712,1,"5,1865","0,00",20.746,F0F410B6-BC93-4D77-B70D-E4E2465D98EE,"2011-05-31 00:00:00.000",712,"AWC Logo Cap",CA-1098,0,1,Multi,4,3,"6,9223","8,99",NULL,NULL,NULL,NULL,0,"S ",NULL,"U ",19,2,"2011-05-31 00:00:00.000",NULL,NULL,B9EDE243-A6F4-4629-B1D4-FFE1AEDC6DE7,"2014-02-08 10:01:36.827",1,712,5B948448-BAE5-4F2A-A1F3-8203E892FD24,"2011-04-01 00:00:00.000"
43661,18,4E0A-4F89-AE,4,712,1,"5,1865","0,00",20.746,F0F410B6-BC93-4D77-B70D-E4E2465D98EE,"2011-05-31 00:00:00.000",712,"AWC Logo Cap",CA-1098,0,1,Multi,4,3,"6,9223","8,99",NULL,NULL,NULL,NULL,0,"S ",NULL,"U ",19,2,"2011-05-31 00:00:00.000",NULL,NULL,B9EDE243-A6F4-4629-B1D4-FFE1AEDC6DE7,"2014-02-08 10:01:36.827",2,712,94F10037-9F1A-47E1-A490-332DB0D30918,"2011-05-01 00:00:00.000"
43661,18,4E0A-4F89-AE,4,712,1,"5,1865","0,00",20.746,F0F410B6-BC93-4D77-B70D-E4E2465D98EE,"2011-05-31 00:00:00.000",712,"AWC Logo Cap",CA-1098,0,1,Multi,4,3,"6,9223","8,99",NULL,NULL,NULL,NULL,0,"S ",NULL,"U ",19,2,"2011-05-31 00:00:00.000",NULL,NULL,B9EDE243-A6F4-4629-B1D4-FFE1AEDC6DE7,"2014-02-08 10:01:36.827",3,712,A35D29E0-58D0-416B-A724-285EC66304F7,"2011-05-01 00:00:00.000"
